"Indicator","Country","Year","WHO region","World Bank income group","Display Value","Numeric","Low","High","Comments"
"Gross national income per capita (PPP int. $)","Lithuania","2007","Europe","Upper middle income","17290","17290.00000","","",""
"Gross national income per capita (PPP int. $)","Lithuania","2008","Europe","Upper middle income","20220","20220.00000","","",""
"Gross national income per capita (PPP int. $)","Lithuania","2009","Europe","Upper middle income","17380","17380.00000","","",""
"Gross national income per capita (PPP int. $)","Lithuania","2010","Europe","Upper middle income","18060","18060.00000","","",""
"Gross national income per capita (PPP int. $)","Luxembourg","2007","Europe","High income","67990","67990.00000","","",""
"Gross national income per capita (PPP int. $)","Luxembourg","2008","Europe","High income","67130","67130.00000","","",""
"Gross national income per capita (PPP int. $)","Luxembourg","2009","Europe","High income","55700","55700.00000","","",""
"Gross national income per capita (PPP int. $)","Luxembourg","2010","Europe","High income","61240","61240.00000","","",""
"Gross national income per capita (PPP int. $)","The former Yugoslav Republic of Macedonia","2007","Europe","Upper middle income","9550","9550.00000","","",""
"Gross national income per capita (PPP int. $)","The former Yugoslav Republic of Macedonia","2008","Europe","Upper middle income","10810","10810.00000","","",""
"Gross national income per capita (PPP int. $)","The former Yugoslav Republic of Macedonia","2009","Europe","Upper middle income","11040","11040.00000","","",""
"Gross national income per capita (PPP int. $)","The former Yugoslav Republic of Macedonia","2010","Europe","Upper middle income","10920","10920.00000","","",""
"Gross national income per capita (PPP int. $)","Madagascar","2007","Africa","Low income","960","960.00000","","",""
"Gross national income per capita (PPP int. $)","Madagascar","2008","Africa","Low income","1030","1030.00000","","",""
"Gross national income per capita (PPP int. $)","Madagascar","2009","Africa","Low income","960","960.00000","","",""
"Gross national income per capita (PPP int. $)","Madagascar","2010","Africa","Low income","960","960.00000","","",""
"Gross national income per capita (PPP int. $)","Malawi","2007","Africa","Low income","730","730.00000","","",""
"Gross national income per capita (PPP int. $)","Malawi","2008","Africa","Low income","790","790.00000","","",""
"Gross national income per capita (PPP int. $)","Malawi","2009","Africa","Low income","830","830.00000","","",""
"Gross national income per capita (PPP int. $)","Malawi","2010","Africa","Low income","860","860.00000","","",""
"Gross national income per capita (PPP int. $)","Malaysia","2007","Western Pacific","Upper middle income","13050","13050.00000","","",""
"Gross national income per capita (PPP int. $)","Malaysia","2008","Western Pacific","Upper middle income","13620","13620.00000","","",""
"Gross national income per capita (PPP int. $)","Malaysia","2009","Western Pacific","Upper middle income","13550","13550.00000","","",""
"Gross national income per capita (PPP int. $)","Malaysia","2010","Western Pacific","Upper middle income","14220","14220.00000","","",""
"Gross national income per capita (PPP int. $)","Maldives","2007","South-East Asia","Lower middle income","7000","7000.00000","","",""
"Gross national income per capita (PPP int. $)","Maldives","2008","South-East Asia","Lower middle income","7900","7900.00000","","",""
"Gross national income per capita (PPP int. $)","Maldives","2009","South-East Asia","Lower middle income","7420","7420.00000","","",""
"Gross national income per capita (PPP int. $)","Maldives","2010","South-East Asia","Lower middle income","8110","8110.00000","","",""
"Gross national income per capita (PPP int. $)","Mali","2007","Africa","Low income","970","970.00000","","",""
"Gross national income per capita (PPP int. $)","Mali","2008","Africa","Low income","970","970.00000","","",""
"Gross national income per capita (PPP int. $)","Mali","2009","Africa","Low income","1000","1000.00000","","",""
"Gross national income per capita (PPP int. $)","Mali","2010","Africa","Low income","1030","1030.00000","","",""
"Gross national income per capita (PPP int. $)","Malta","2007","Europe","High income","23470","23470.00000","","",""
"Gross national income per capita (PPP int. $)","Malta","2008","Europe","High income","24430","24430.00000","","",""
"Gross national income per capita (PPP int. $)","Malta","2009","Europe","High income","23650","23650.00000","","",""
"Gross national income per capita (PPP int. $)","Malta","2010","Europe","High income","24660","24660.00000","","",""
"Gross national income per capita (PPP int. $)","Mauritania","2007","Africa","Low income","2340","2340.00000","","",""
"Gross national income per capita (PPP int. $)","Mauritania","2008","Africa","Low income","2440","2440.00000","","",""
"Gross national income per capita (PPP int. $)","Mauritania","2009","Africa","Low income","2410","2410.00000","","",""
"Gross national income per capita (PPP int. $)","Mauritania","2010","Africa","Low income","2410","2410.00000","","",""
"Gross national income per capita (PPP int. $)","Mauritius","2007","Africa","Upper middle income","12060","12060.00000","","",""
"Gross national income per capita (PPP int. $)","Mauritius","2008","Africa","Upper middle income","12780","12780.00000","","",""
"Gross national income per capita (PPP int. $)","Mauritius","2009","Africa","Upper middle income","13180","13180.00000","","",""
"Gross national income per capita (PPP int. $)","Mauritius","2010","Africa","Upper middle income","13980","13980.00000","","",""
"Gross national income per capita (PPP int. $)","Mexico","2007","Americas","Upper middle income","13790","13790.00000","","",""
"Gross national income per capita (PPP int. $)","Mexico","2008","Americas","Upper middle income","14520","14520.00000","","",""
"Gross national income per capita (PPP int. $)","Mexico","2009","Americas","Upper middle income","13650","13650.00000","","",""
"Gross national income per capita (PPP int. $)","Mexico","2010","Americas","Upper middle income","14400","14400.00000","","",""
"Gross national income per capita (PPP int. $)","Micronesia (Federated States of)","2007","Western Pacific","Lower middle income","3380","3380.00000","","",""
"Gross national income per capita (PPP int. $)","Micronesia (Federated States of)","2008","Western Pacific","Lower middle income","3290","3290.00000","","",""
"Gross national income per capita (PPP int. $)","Micronesia (Federated States of)","2009","Western Pacific","Lower middle income","3430","3430.00000","","",""
"Gross national income per capita (PPP int. $)","Micronesia (Federated States of)","2010","Western Pacific","Lower middle income","3490","3490.00000","","",""
"Gross national income per capita (PPP int. $)","Republic of Moldova","2007","Europe","Lower middle income","2980","2980.00000","","",""
"Gross national income per capita (PPP int. $)","Republic of Moldova","2008","Europe","Lower middle income","3300","3300.00000","","",""
"Gross national income per capita (PPP int. $)","Republic of Moldova","2009","Europe","Lower middle income","3040","3040.00000","","",""
"Gross national income per capita (PPP int. $)","Republic of Moldova","2010","Europe","Lower middle income","3360","3360.00000","","",""
"Gross national income per capita (PPP int. $)","Mongolia","2007","Western Pacific","Lower middle income","3450","3450.00000","","",""
"Gross national income per capita (PPP int. $)","Mongolia","2008","Western Pacific","Lower middle income","3750","3750.00000","","",""
"Gross national income per capita (PPP int. $)","Mongolia","2009","Western Pacific","Lower middle income","3660","3660.00000","","",""
"Gross national income per capita (PPP int. $)","Mongolia","2010","Western Pacific","Lower middle income","3670","3670.00000","","",""
"Gross national income per capita (PPP int. $)","Montenegro","2007","Europe","Upper middle income","12390","12390.00000","","",""
"Gross national income per capita (PPP int. $)","Montenegro","2008","Europe","Upper middle income","13850","13850.00000","","",""
"Gross national income per capita (PPP int. $)","Montenegro","2009","Europe","Upper middle income","12870","12870.00000","","",""
"Gross national income per capita (PPP int. $)","Montenegro","2010","Europe","Upper middle income","12770","12770.00000","","",""
"Gross national income per capita (PPP int. $)","Morocco","2007","Eastern Mediterranean","Lower middle income","3990","3990.00000","","",""
"Gross national income per capita (PPP int. $)","Morocco","2008","Eastern Mediterranean","Lower middle income","4240","4240.00000","","",""
"Gross national income per capita (PPP int. $)","Morocco","2009","Eastern Mediterranean","Lower middle income","4440","4440.00000","","",""
"Gross national income per capita (PPP int. $)","Morocco","2010","Eastern Mediterranean","Lower middle income","4600","4600.00000","","",""
"Gross national income per capita (PPP int. $)","Mozambique","2007","Africa","Low income","730","730.00000","","",""
"Gross national income per capita (PPP int. $)","Mozambique","2008","Africa","Low income","790","790.00000","","",""
"Gross national income per capita (PPP int. $)","Mozambique","2009","Africa","Low income","880","880.00000","","",""
"Gross national income per capita (PPP int. $)","Mozambique","2010","Africa","Low income","930","930.00000","","",""
"Gross national income per capita (PPP int. $)","Myanmar","2007","South-East Asia","Low income","1410","1410.00000","","",""
"Gross national income per capita (PPP int. $)","Myanmar","2008","South-East Asia","Low income","1580","1580.00000","","",""
"Gross national income per capita (PPP int. $)","Myanmar","2009","South-East Asia","Low income","1770","1770.00000","","",""
"Gross national income per capita (PPP int. $)","Myanmar","2010","South-East Asia","Low income","1950","1950.00000","","",""
